0 Hour,,6 Hour,,9 Hour,,15 Hour,,19 Hour,,22 Hour,,24 Hour,,48 Hour,
chemical shift (ppm),Intensity (a.u.),chemical shift (ppm),Intensity (a.u.),chemical shift (ppm),Intensity (a.u.),chemical shift (ppm),Intensity (a.u.),chemical shift (ppm),Intensity (a.u.),chemical shift (ppm),Intensity (a.u.),chemical shift (ppm),Intensity (a.u.),chemical shift (ppm),Intensity (a.u.)
-11.4635,-1098.56,-11.8823,2087.4703,-11.4635,13054.97501,-11.4905,-127.8896,-11.531,-1289.43952,-11.5396,-1988.515,-11.5919,3951.91,,
-11.45,-757.281,-11.8688,1750.85121,-11.45,12723.10162,-11.477,-243.01411,-11.5175,-1296.19101,-11.5261,-2073.9375,-11.5784,2495.45,,
-11.4365,-588.187,-11.8553,1379.65491,-11.4365,12374.21917,-11.4635,-356.66894,-11.504,-1301.34905,-11.5126,-2154.36,-11.5649,-2434.27,,
-11.4229,-331.281,-11.8418,979.00188,-11.4229,12012.89509,-11.45,-467.3541,-11.4905,-1305.01365,-11.4991,-2229.1875,-11.5513,-2203.25,,
-11.4094,-96.1563,-11.8283,559.1326,-11.4094,11643.4944,-11.4365,-573.53959,-11.477,-1307.04979,-11.4856,-2297.9375,-11.5378,10139.7,,
-11.3959,-264.906,-11.8148,126.44755,-11.3959,11271.08458,-11.4229,-673.52084,-11.4635,-1307.27248,-11.4721,-2360.25,-11.5243,1372.38,,
-11.3824,-920.594,-11.8012,-310.18811,-11.3824,10900.16561,-11.4094,-765.80201,-11.45,-1305.56672,-11.4586,-2415.8275,-11.5108,2479.8,,
-11.3689,-1807.5,-11.7877,-742.90337,-11.3689,10535.73746,-11.3959,-848.67352,-11.4365,-1301.5125,-11.4451,-2464.485,-11.4973,-3971.17,,
-11.3554,-2800.72,-11.7742,-1163.47296,-11.3554,10182.80011,-11.3824,-920.67539,-11.4229,-1294.97326,-11.4316,-2506.125,-11.4838,-4304.44,,
-11.3419,-3824.72,-11.7607,-1563.5764,-11.3419,9845.85353,-11.3689,-980.3326,-11.4094,-1285.36214,-11.4181,-2540.775,-11.4703,-10860.6,,
-11.3284,-4609.31,-11.7472,-1936.81321,-11.3284,9528.89771,-11.3554,-1026.27017,-11.3959,-1272.46757,-11.4045,-2568.475,-11.4568,-5850.27,,
-11.3149,-4910.09,-11.7337,-2276.14291,-11.3149,9234.9326,-11.3419,-1057.39811,-11.3824,-1255.76953,-11.391,-2589.45,-11.4433,-3169.5,,
-11.3013,-4847.72,-11.7202,-2576.44502,-11.3013,8968.52502,-11.3284,-1072.7414,-11.3689,-1234.78804,-11.3775,-2603.975,-11.4297,-1005.98,,
-11.2878,-4710.25,-11.7067,-2832.59905,-11.2878,8730.54122,-11.3149,-1071.46507,-11.3554,-1209.21308,-11.364,-2612.325,-11.4162,6600.75,,
-11.2743,-4620.75,-11.6932,-3042.04454,-11.2743,8524.04806,-11.3013,-1053.06954,-11.3419,-1178.45466,-11.3505,-2614.95,-11.4027,-1561.39,,
-11.2608,-4428.87,-11.6796,-3201.67716,-11.2608,8349.54554,-11.2878,-1017.38896,-11.3284,-1142.16278,-11.337,-2612.3,-11.3892,7321.39,,
-11.2473,-4007.75,-11.6661,-3309.38418,-11.2473,8207.53361,-11.2743,-964.29875,-11.3149,-1100.00243,-11.3235,-2604.9,-11.3757,8267.75,,
-11.2338,-3538.19,-11.6526,-3367.18121,-11.2338,8098.01225,-11.2608,-894.17393,-11.3013,-1051.62716,-11.31,-2593.3,-11.3622,2601.77,,
-11.2203,-3216.53,-11.6391,-3375.06777,-11.2203,8019.98145,-11.2473,-807.5545,-11.2878,-996.62489,-11.2965,-2578.125,-11.3487,9390.23,,
-11.2068,-3097.75,-11.6256,-3334.96337,-11.2068,7971.94117,-11.2338,-705.31046,-11.2743,-934.96915,-11.2829,-2559.95,-11.3352,12081,,
-11.1933,-3269.91,-11.6121,-3249.42755,-11.1933,7952.39139,-11.2203,-588.50182,-11.2608,-866.37495,-11.2694,-2539.425,-11.3217,2760.39,,
-11.1797,-3756.94,-11.5986,-3123.57981,-11.1797,7957.89827,-11.2068,-458.47857,-11.2473,-790.90728,-11.2559,-2517.2,-11.3082,5031.94,,
-11.1662,-4264.44,-11.5851,-2959.33968,-11.1662,7986.32935,-11.1933,-316.76573,-11.2338,-708.56613,-11.2424,-2493.875,-11.2946,12496.5,,
-11.1527,-4458.91,-11.5716,-2761.82668,-11.1527,8033.75085,-11.1797,-165.06377,-11.2203,-619.56651,-11.2289,-2470.0775,-11.2811,9222.58,,
-11.1392,-4379,-11.5581,-2537.44033,-11.1392,8097.66275,-11.1662,-5.31675,-11.2068,-524.04342,-11.2154,-2446.39,-11.2676,5293.59,,
-11.1257,-4309.53,-11.5445,-2288.8369,-11.1257,8174.06502,-11.1527,160.60985,-11.1933,-422.55186,-11.2019,-2423.3425,-11.2541,-1802.91,,
-11.1122,-4291.5,-11.531,-2021.58245,-11.1122,8258.95765,-11.1392,330.54103,-11.1797,-315.38045,-11.1884,-2401.4525,-11.2406,4275.72,,
-11.0987,-4271.41,-11.5175,-1738.3332,-11.0987,8349.8406,-11.1257,502.40678,-11.1662,-203.32694,-11.1749,-2381.14,-11.2271,-4123.91,,
-11.0852,-4414.88,-11.504,-1444.84868,-11.0852,8442.21385,-11.1122,674.21211,-11.1527,-86.89996,-11.1613,-2362.8125,-11.2136,8248.37,,
-11.0717,-4802.31,-11.4905,-1143.04841,-11.0717,8534.07738,-11.0987,843.737,-11.1392,32.86551,-11.1478,-2346.7975,-11.2001,5835.61,,
-11.0582,-5215.22,-11.477,-835.4919,-11.0582,8621.93116,-11.0852,1009.16146,-11.1257,155.13445,-11.1343,-2333.3125,-11.1866,6198.48,,
-11.0446,-5473.81,-11.4635,-523.45868,-11.0446,8703.84064,-11.0717,1168.46548,-11.1122,278.92687,-11.1208,-2322.5475,-11.173,10259.7,,
-11.0311,-5550.19,-11.45,-208.22827,-11.0311,8777.17478,-11.0582,1319.95405,-11.0987,403.03778,-11.1073,-2314.61,-11.1595,8162.17,,
-11.0176,-5450.16,-11.4365,111.47981,-11.0176,8840.99909,-11.0446,1461.99668,-11.0852,526.36217,-11.0938,-2309.53,-11.146,5816.23,,
-11.0041,-5297.09,-11.4229,435.56905,-11.0041,8893.31356,-11.0311,1593.10935,-11.0717,647.52505,-11.0803,-2307.265,-11.1325,-3865.2,,
-10.9906,-5297.13,-11.4094,764.87391,-10.9906,8933.61815,-11.0176,1712.06656,-11.0582,765.38141,-11.0668,-2307.7025,-11.119,10046.8,,
-10.9771,-5554.97,-11.3959,1103.13789,-10.9771,8961.41284,-11.0041,1817.71332,-11.0446,878.47251,-11.0533,-2310.6725,-11.1055,16363,,
-10.9636,-6023.56,-11.3824,1452.92146,-10.9636,8977.19761,-10.9906,1909.10461,-11.0311,985.66583,-11.0397,-2315.9375,-11.092,-9837.12,,
-10.9501,-6594.16,-11.3689,1816.7851,-10.9501,8980.47244,-10.9771,1985.68543,-11.0176,1085.45265,-11.0262,-2323.25,-11.0785,-7609.52,,
-10.9366,-7170.09,-11.3554,2197.9293,-10.9366,8972.73729,-10.9636,2046.70577,-11.0041,1176.82795,-11.0127,-2332.265,-11.065,4487.64,,
-10.923,-7660.09,-11.3419,2598.91453,-10.923,8954.05696,-10.9501,2091.94065,-10.9906,1258.61175,-10.9992,-2342.6575,-11.0514,2765.05,,
-10.9095,-7927.37,-11.3284,3024.86128,-10.9095,8925.80171,-10.9366,2121.24004,-10.9771,1329.60903,-10.9857,-2354.0475,-11.0379,7204.73,,
-10.896,-7855.41,-11.3149,3477.05002,-10.896,8889.53642,-10.923,2134.43341,-10.9636,1389.04482,-10.9722,-2366.0625,-11.0244,4759.84,,
-10.8825,-7572.41,-11.3013,3958.58429,-10.8825,8846.26106,-10.9095,2131.85183,-10.9501,1436.04409,-10.9587,-2378.3125,-11.0109,-2688.64,,
-10.869,-7330.28,-11.2878,4471.57848,-10.869,8796.97561,-10.896,2113.67975,-10.9366,1470.07186,-10.9452,-2390.4225,-10.9974,1308.41,,
-10.8555,-7149.12,-11.2743,5017.8561,-10.8555,8743.18003,-10.8825,2080.32218,-10.923,1490.64928,-10.9317,-2402.0325,-10.9839,-358.984,,
-10.842,-6798.75,-11.2608,5596.77764,-10.842,8685.8743,-10.869,2032.3691,-10.9095,1497.66904,-10.9182,-2412.8125,-10.9704,3716.97,,
-10.8285,-6108.66,-11.2473,6209.62358,-10.8285,8626.5584,-10.8555,1970.41052,-10.896,1491.09729,-10.9046,-2422.4525,-10.9569,-6738.98,,
-10.815,-5234.87,-11.2338,6853.19439,-10.815,8566.23231,-10.842,1895.33143,-10.8825,1471.08905,-10.8911,-2430.7025,-10.9434,-6966.23,,
-10.8014,-4509.87,-11.2203,7527.49056,-10.8014,8504.96014,-10.8285,1807.90683,-10.869,1438.2343,-10.8776,-2437.3125,-10.9298,1503.8,,
-10.7879,-4135.97,-11.2068,8229.31257,-10.7879,8443.6135,-10.815,1709.04672,-10.8555,1393.18806,-10.8641,-2442.14,-10.9163,6882.64,,
-10.7744,-4054.88,-11.1933,8953.54088,-10.7744,8383.2566,-10.8014,1599.79552,-10.842,1336.67032,-10.8506,-2445.0475,-10.9028,8455.11,,
-10.7609,-4079.19,-11.1797,9698.15939,-10.7609,8323.38939,-10.7879,1481.27435,-10.8285,1270.03109,-10.8371,-2445.9525,-10.8893,8907.16,,
-10.7474,-4028.91,-11.1662,10456.32184,-10.7474,8265.01187,-10.7744,1354.59766,-10.815,1194.42036,-10.8236,-2444.86,-10.8758,-1058.47,,
-10.7339,-3835.28,-11.1527,11224.09204,-10.7339,8207.12401,-10.7609,1220.95543,-10.8014,1111.26419,-10.8101,-2441.78,-10.8623,-3231.44,,
-10.7204,-3642.37,-11.1392,11995.07047,-10.7204,8150.72577,-10.7474,1081.61767,-10.7879,1022.18046,-10.7966,-2436.8125,-10.8488,-334.484,,
-10.7069,-3596.28,-11.1257,12762.21763,-10.7069,8095.31714,-10.7339,937.78436,-10.7744,928.91025,-10.783,-2430.0625,-10.8353,7389.81,,
-10.6934,-3555.78,-11.1122,13520.41398,-10.6934,8041.39809,-10.7204,790.82552,-10.7609,833.00854,-10.7695,-2421.7175,-10.8218,5192.17,,
-10.6798,-3104,-11.0987,14264.54001,-10.6798,7988.53204,-10.7069,641.95612,-10.7474,736.45035,-10.756,-2411.9675,-10.8083,1556.86,,
-10.6663,-1986.66,-11.0852,14988.19619,-10.6663,7937.09199,-10.6934,492.52617,-10.7339,640.89567,-10.7425,-2401.0475,-10.7947,2036.59,,
-10.6528,-558.094,-11.0717,15684.98301,-10.6528,7886.64146,-10.6798,343.74506,-10.7204,548.1145,-10.729,-2389.2025,-10.7812,-1921.41,,
-10.6393,565.5,-11.0582,16350.42094,-10.6393,7838.6804,-10.6663,196.84399,-10.7069,459.80185,-10.7155,-2376.7025,-10.7677,-5640.45,,
-10.6258,1040.56,-11.0446,16980.57459,-10.6258,7793.2088,-10.6528,53.00736,-10.6934,377.55271,-10.702,-2363.8275,-10.7542,376.156,,
-10.6123,818.375,-11.0311,17571.79629,-10.6123,7751.22663,-10.6393,-86.64485,-10.6798,302.69804,-10.6885,-2350.86,-10.7407,13955.2,,
-10.5988,83.25,-11.0176,18120.79054,-10.5988,7713.23387,-10.6258,-221.04762,-10.6663,236.66593,-10.675,-2338.03,-10.7272,6963.39,,
-10.5853,-942.469,-11.0041,18624.35783,-10.5853,7680.73049,-10.6123,-349.26098,-10.6528,180.34733,-10.6614,-2325.61,-10.7137,10272.2,,
-10.5718,-2062.31,-10.9906,19083.13865,-10.5718,7655.21646,-10.5988,-470.38491,-10.6393,134.80726,-10.6479,-2313.7975,-10.7002,-5220.53,,
-10.5583,-3068.69,-10.9771,19495.85346,-10.5583,7637.69177,-10.5853,-583.69443,-10.6258,100.55071,-10.6344,-2302.8275,-10.6867,-876.156,,
-10.5447,-3890.91,-10.9636,19860.58274,-10.5447,7629.71905,-10.5718,-688.43954,-10.6123,78.16768,-10.6209,-2292.8125,-10.6731,537.625,,
-10.5312,-4617.63,-10.9501,20182.44699,-10.5312,7633.67286,-10.5583,-784.15524,-10.5988,67.62817,-10.6074,-2283.905,-10.6596,-4493.52,,
-10.5177,-5345.44,-10.9366,20460.16667,-10.5177,7650.61594,-10.5447,-870.38718,-10.5853,69.11219,-10.5939,-2276.155,-10.6461,-9857.09,,
-10.5042,-5929.84,-10.923,20697.48733,-10.5042,7682.04824,-10.5312,-946.75908,-10.5718,82.22473,-10.5804,-2269.5925,-10.6326,1245.56,,
-10.4907,-6069.41,-10.9095,20898.43945,-10.4907,7729.96976,-10.5177,-1013.16659,-10.5583,106.5858,-10.5669,-2264.2025,-10.6191,5492.86,,
-10.4772,-5642.19,-10.896,21062.92844,-10.4772,7795.38045,-10.5042,-1069.3547,-10.5447,141.46624,-10.5534,-2259.905,-10.6056,5951.31,,
-10.4637,-4802.72,-10.8825,21197.9948,-10.4637,7879.78031,-10.4907,-1115.47843,-10.5312,186.10436,-10.5398,-2256.61,-10.5921,-484.047,,
-10.4502,-3982.41,-10.869,21305.559,-10.4502,7984.16929,-10.4772,-1151.60778,-10.5177,239.61601,-10.5263,-2254.11,-10.5786,-7977.97,,
-10.4367,-3512.53,-10.8555,21391.38151,-10.4367,8109.54739,-10.4637,-1177.82774,-10.5042,300.68619,-10.5128,-2252.235,-10.5651,7605.31,,
-10.4231,-3151.31,-10.842,21459.30282,-10.4231,8255.47651,-10.4502,-1194.54833,-10.4907,368.3549,-10.4993,-2250.735,-10.5515,2337.2,,
-10.4096,-2539,-10.8285,21511.88341,-10.4096,8422.33266,-10.4367,-1202.01955,-10.4772,441.42214,-10.4858,-2249.3425,-10.538,10477.2,,
-10.3961,-1779.59,-10.815,21553.60376,-10.3961,8609.67785,-10.4231,-1200.63209,-10.4637,518.64792,-10.4723,-2247.735,-10.5245,720.75,,
-10.3826,-1185.87,-10.8014,21589.49066,-10.3826,8816.51205,-10.4096,-1190.88458,-10.4502,598.68224,-10.4588,-2245.625,-10.511,2915.72,,
-10.3691,-962.813,-10.7879,21622.29212,-10.3691,9041.83523,-10.3961,-1173.26771,-10.4367,680.50009,-10.4453,-2242.655,-10.4975,3472.61,,
-10.3556,-1208.19,-10.7744,21653.83478,-10.3556,9283.64737,-10.3826,-1148.24149,-10.4231,762.95722,-10.4318,-2238.5,-10.484,2755.5,,
-10.3421,-1766.94,-10.7609,21686.67912,-10.3421,9539.94845,-10.3691,-1116.43592,-10.4096,845.17714,-10.4183,-2232.8425,-10.4705,7632.61,,
-10.3286,-2377.63,-10.7474,21724.02562,-10.3286,9808.73843,-10.3556,-1078.286,-10.3961,926.1456,-10.4047,-2225.3275,-10.457,-6409.11,,
-10.3151,-2943.69,-10.7339,21768.43476,-10.3151,10087.0173,-10.3421,-1034.48174,-10.3826,1005.2026,-10.3912,-2215.6875,-10.4435,12564.6,,
-10.3015,-3323.78,-10.7204,21818.62703,-10.3015,10371.34623,-10.3286,-985.55314,-10.3691,1081.69815,-10.3777,-2203.625,-10.4299,11394.7,,
-10.288,-3302.66,-10.7069,21877.80289,-10.288,10659.10271,-10.3151,-932.0952,-10.3556,1155.22723,-10.3642,-2188.905,-10.4164,10074.6,,
-10.2745,-2923.06,-10.6934,21945.32283,-10.2745,10946.348,-10.3015,-874.70866,-10.3421,1225.62486,-10.3507,-2171.2975,-10.4029,3655.53,,
-10.261,-2481.75,-10.6798,22021.73516,-10.261,11230.08207,-10.288,-813.84707,-10.3286,1292.55104,-10.3372,-2150.655,-10.3894,5475.02,,
-10.2475,-2147.75,-10.6663,22106.58489,-10.2475,11506.80491,-10.2745,-750.23116,-10.3151,1356.13576,-10.3237,-2126.86,-10.3759,4400.05,,
-10.234,-1780.75,-10.6528,22199.78014,-10.234,11773.01648,-10.261,-684.37093,-10.3015,1416.51968,-10.3102,-2099.8425,-10.3624,9663.61,,
-10.2205,-1284.16,-10.6393,22301.32139,-10.2205,12025.21676,-10.2475,-616.78638,-10.288,1474.00649,-10.2967,-2069.5775,-10.3489,3112.33,,
-10.207,-870.25,-10.6258,22409.28912,-10.207,12260.40572,-10.234,-548.11253,-10.2745,1529.02686,-10.2831,-2036.11,-10.3354,-1142.14,,
-10.1935,-796.281,-10.6123,22524.32381,-10.1935,12475.58335,-10.2205,-478.87936,-10.261,1581.85077,-10.2696,-1999.53,-10.3219,-2359.81,,
-10.1799,-924.469,-10.5988,22643.86595,-10.1799,12667.81006,-10.207,-409.58189,-10.2475,1633.24323,-10.2561,-1960,-10.3083,-9087.17,,
-10.1664,-775.812,-10.5853,22767.276,-10.1664,12835.46485,-10.1935,-340.81513,-10.234,1683.53425,-10.2426,-1917.7175,-10.2948,940.125,,
-10.1529,-158.625,-10.5718,22895.19446,-10.1529,12975.60823,-10.1799,-273.18484,-10.2205,1733.42032,-10.2291,-1872.9375,-10.2813,-1780.89,,
-10.1394,647.906,-10.5583,23024.4218,-10.1394,13087.24017,-10.1664,-207.07949,-10.207,1783.42945,-10.2156,-1825.9525,-10.2678,3461.23,,
-10.1259,1440.78,-10.5447,23154.86836,-10.1259,13168.86064,-10.1529,-143.12985,-10.1935,1834.06264,-10.2021,-1777.125,-10.2543,-153.734,,
-10.1124,2193.22,-10.5312,23284.79512,-10.1124,13219.46962,-10.1394,-81.89594,-10.1799,1885.84094,-10.1886,-1726.8425,-10.2408,3710.58,,
-10.0989,2525.44,-10.5177,23413.4722,-10.0989,13238.5671,-10.1259,-23.82274,-10.1664,1939.09573,-10.1751,-1675.5475,-10.22728,5456.08,,
-10.0854,1980.22,-10.5042,23538.34009,-10.0854,13225.65303,-10.1124,30.46973,-10.1529,1994.28708,-10.1615,-1623.6725,-10.21377,8792.66,,
-10.0719,480.687,-10.4907,23658.11926,-10.0719,13181.2274,-10.0989,80.63647,-10.1394,2051.539,-10.148,-1571.7025,-10.20026,3770.33,,
-10.0583,-1709.66,-10.4772,23770.89019,-10.0583,13105.84986,-10.0854,126.05248,-10.1259,2111.07097,-10.1345,-1520.125,-10.18675,-4149.12,,
-10.0448,-3931.97,-10.4637,23872.81336,-10.0448,12999.90095,-10.0719,166.31276,-10.1124,2172.85151,-10.121,-1469.4675,-10.17324,-243.859,,
-10.0313,-5522.94,-10.4502,23963.88925,-10.0313,12864.9404,-10.0583,200.90147,-10.0989,2236.84962,-10.1075,-1420.2175,-10.15973,514.344,,
-10.0178,-6260.31,-10.4367,24039.63835,-10.0178,12701.46818,-10.0448,229.47525,-10.0854,2302.84579,-10.094,-1372.875,-10.14622,7873.02,,
-10.0043,-6309.69,-10.4231,24098.05313,-10.0043,12511.98428,-10.0313,251.63828,-10.0719,2370.71603,-10.0805,-1327.9225,-10.13271,-294.172,,
-9.9908,-5924.59,-10.4096,24134.19032,-9.9908,12297.48866,-10.0178,267.01556,-10.0583,2439.91879,-10.067,-1285.8125,-10.1192,2364.14,,
-9.97728,-5325.31,-10.3961,24145.40216,-9.97728,12059.99314,-10.0043,275.33708,-10.0448,2510.12966,-10.0535,-1246.9675,-10.10569,-4773.58,,
-9.96377,-4732.91,-10.3826,24128.48912,-9.96377,11801.97992,-9.9908,276.33784,-10.0313,2580.74509,-10.0399,-1211.78,-10.09218,-1319.97,,
-9.95026,-4248.12,-10.3691,24078.97169,-9.95026,11525.45489,-9.97728,269.87066,-10.0178,2651.2956,-10.0264,-1180.5625,-10.07867,4279.03,,
-9.93675,-3813.97,-10.3556,23991.73034,-9.93675,11232.41803,-9.96377,255.7788,-10.0043,2721.12718,-10.0129,-1153.5925,-10.06516,3907.87,,
-9.92324,-3405.62,-10.3421,23864.20555,-9.92324,10925.86932,-9.95026,234.06117,-9.9908,2789.52234,-9.9994,-1131.0775,-10.05164,1494.48,,
-9.90973,-3120.87,-10.3286,23691.2778,-9.90973,10607.80873,-9.93675,204.74775,-9.97728,2855.87914,-9.9859,-1113.155,-10.03813,3448.81,,
-9.89622,-2978.69,-10.3151,23469.10758,-9.89622,10280.73624,-9.92324,167.96856,-9.96377,2919.48548,-9.9724,-1099.8425,-10.02462,4745.92,,
-9.88271,-2898.91,-10.3015,23193.76979,-9.88271,9947.65182,-9.90973,123.93357,-9.95026,2979.7504,-9.9589,-1091.155,-10.01111,11431,,
-9.8692,-2902.47,-10.288,22862.87634,-9.8692,9611.05544,-9.89622,72.9628,-9.93675,3035.94889,-9.9454,-1086.9375,-9.9976,1327.38,,
-9.85569,-3156,-10.2745,22473.14185,-9.85569,9273.44709,-9.88271,15.40123,-9.92324,3087.45596,-9.9319,-1087.015,-9.98409,11513.7,,
-9.84218,-3758.03,-10.261,22022.64681,-9.84218,8937.32673,-9.8692,-48.23113,-9.90973,3133.77661,-9.9183,-1091.0775,-9.97058,8092.45,,
-9.82867,-4483.44,-10.2475,21506.2717,-9.82867,8605.19435,-9.85569,-117.3893,-9.89622,3174.47083,-9.9048,-1098.765,-9.95707,-1185.52,,
-9.81516,-4939.91,-10.234,20927.85699,-9.81516,8279.54991,-9.84218,-191.45827,-9.88271,3209.00864,-9.8913,-1109.625,-9.94356,1338.27,,
-9.80164,-4934.81,-10.2205,20284.84317,-9.80164,7962.8992,-9.82867,-269.61806,-9.8692,3237.10503,-9.8778,-1123.125,-9.93005,1457.19,,
-9.78813,-4471.69,-10.207,19577.23071,-9.78813,7657.73057,-9.81516,-351.15866,-9.85569,3258.39,-9.8643,-1138.6725,-9.91654,3553.03,,
-9.77462,-3777.37,-10.1935,18807.58009,-9.77462,7365.54981,-9.80164,-435.38617,-9.84218,3272.76855,-9.8508,-1155.625,-9.90303,-8593.52,,
-9.76111,-3338.69,-10.1799,17977.72893,-9.76111,7088.35691,-9.78813,-521.26841,-9.82867,3280.0457,-9.83728,-1173.2825,-9.88951,-14327.8,,
-9.7476,-3591.91,-10.1664,17089.12376,-9.7476,6828.65182,-9.77462,-608.02648,-9.81516,3280.29642,-9.82377,-1190.9525,-9.876,-626.438,,
-9.73409,-4398.06,-10.1529,16147.44188,-9.73409,6586.93453,-9.76111,-694.85038,-9.80164,3273.50976,-9.81026,-1207.875,-9.86249,-3323.91,,
-9.72058,-4980.56,-10.1394,15157.16376,-9.72058,6365.20502,-9.7476,-780.92511,-9.78813,3259.87766,-9.79675,-1223.3275,-9.84898,-4845.41,,
-9.70707,-4762.28,-10.1259,14122.12989,-9.70707,6164.46325,-9.73409,-865.28068,-9.77462,3239.52915,-9.78324,-1236.5775,-9.83547,7308,,
-9.69356,-3745.5,-10.1124,13048.74075,-9.69356,5985.70921,-9.72058,-947.4821,-9.76111,3212.86423,-9.76973,-1246.9525,-9.82196,-7678.27,,
-9.68005,-2293.5,-10.0989,11944.03681,-9.68005,5828.94286,-9.70707,-1026.67936,-9.7476,3180.04291,-9.75622,-1253.7975,-9.80845,2363.89,,
-9.66654,-900.781,-10.0854,10814.41856,-9.66654,5694.66419,-9.69356,-1102.38247,-9.73409,3141.44017,-9.74271,-1256.53,-9.79494,5541.48,,
-9.65303,76.7188,-10.0719,9666.28647,-9.65303,5583.37316,-9.68005,-1174.21143,-9.72058,3097.49103,-9.7292,-1254.655,-9.78143,-3528.8,,
-9.63951,575.938,-10.0583,8507.88116,-9.63951,5494.57546,-9.66654,-1241.79126,-9.70707,3048.51048,-9.71569,-1247.75,-9.76792,1684.77,,
-9.626,672.875,-10.0448,7346.4032,-9.626,5427.25964,-9.65303,-1304.93194,-9.69356,2994.96354,-9.70218,-1235.5,-9.75441,2045.14,,
-9.61249,417.219,-10.0313,6189.45284,-9.61249,5381.93141,-9.63951,-1363.6046,-9.68005,2937.04018,-9.68867,-1217.7025,-9.7409,-3888.06,,
-9.59898,-86.5938,-10.0178,5044.71057,-9.59898,5357.09072,-9.626,-1417.87702,-9.66654,2875.15043,-9.67516,-1194.235,-9.72738,11590.1,,
-9.58547,-635.688,-10.0043,3917.29686,-9.58547,5351.73755,-9.61249,-1467.92532,-9.65303,2809.47428,-9.66164,-1165.155,-9.71387,-7917.91,,
-9.57196,-1100.78,-9.9908,2816.81221,-9.57196,5364.87189,-9.59898,-1514.0395,-9.63951,2740.26573,-9.64813,-1130.5775,-9.70036,242.235,,
-9.55845,-1567.94,-9.97728,1747.72154,-9.55845,5395.99369,-9.58547,-1556.65456,-9.626,2667.74678,-9.63462,-1090.75,-9.68685,11412.1,,
-9.54494,-2242.53,-9.96377,717.72876,-9.54494,5443.60295,-9.57196,-1596.36551,-9.61249,2591.84743,-9.62111,-1046.0625,-9.67334,-597.875,,
-9.53143,-3147.34,-9.95026,-269.97346,-9.53143,5505.69963,-9.55845,-1633.57735,-9.59898,2512.60469,-9.6076,-996.985,-9.65983,1737.52,,
-9.51792,-3940.5,-9.93675,-1210.26464,-9.51792,5582.28371,-9.54494,-1668.94508,-9.58547,2429.92254,-9.59409,-944.0775,-9.64632,-1127.11,,
-9.50441,-4175.59,-9.92324,-2097.38429,-9.50441,5670.85517,-9.53143,-1703.12371,-9.57196,2343.77051,-9.58058,-888,-9.63281,-10674.7,,
-9.4909,-3743.56,-9.90973,-2930.05193,-9.4909,5771.41397,-9.51792,-1736.77325,-9.55845,2253.80458,-9.56707,-829.4675,-9.6193,-9397.83,,
-9.47738,-2886.81,-9.89622,-3705.0671,-9.47738,5881.96569,-9.50441,-1770.36369,-9.54494,2159.96226,-9.55356,-769.28,-9.60579,-3641.3,,
-9.46387,-1962.25,-9.88271,-4420.50929,-9.46387,6001.99911,-9.4909,-1804.45504,-9.53143,2061.83755,-9.54005,-708.235,-9.59228,883.031,,
-9.45036,-1363.66,-9.8692,-5077.01804,-9.45036,6130.0198,-9.47738,-1839.42342,-9.51792,1959.17995,-9.52654,-647.2025,-9.57877,8261.55,,
-9.43685,-1373.19,-9.85569,-5672.03286,-9.43685,6265.52775,-9.46387,-1875.57661,-9.50441,1851.70847,-9.51303,-587,-9.56525,249.75,,
-9.42334,-1961.75,-9.84218,-6209.39327,-9.42334,6406.52292,-9.45036,-1913.07572,-9.4909,1739.17309,-9.49951,-528.485,-9.55174,-975.312,,
-9.40983,-2758.09,-9.82867,-6689.09879,-9.40983,6553.00529,-9.43685,-1951.93076,-9.47738,1621.32283,-9.486,-472.4675,-9.53823,3882.36,,
-9.39632,-3221.5,-9.81516,-7113.70894,-9.39632,6703.97483,-9.42334,-1991.88172,-9.46387,1497.90969,-9.47249,-419.7025,-9.52472,2797.34,,
-9.38281,-2997.81,-9.80164,-7485.7905,-9.38281,6858.43153,-9.40983,-2032.53363,-9.45036,1368.90266,-9.45898,-370.89,-9.51121,7543.34,,
-9.3693,-2119.59,-9.78813,-7808.52842,-9.3693,7015.87535,-9.39632,-2073.28647,-9.43685,1234.26424,-9.44547,-326.6875,-9.4977,-5557.53,,
-9.35579,-1010.37,-9.77462,-8087.04953,-9.35579,7174.80628,-9.38281,-2113.44025,-9.42334,1094.00445,-9.43196,-287.625,-9.48419,5753.16,,
-9.34228,-318.281,-9.76111,-8324.55335,-9.34228,7334.72427,-9.3693,-2151.89498,-9.40983,948.30328,-9.41845,-254.1725,-9.47068,2200.97,,
-9.32877,-283.625,-9.7476,-8524.87939,-9.32877,7495.12932,-9.35579,-2187.65067,-9.39632,797.48072,-9.40494,-226.67175,-9.45717,3559.73,,
-9.31525,-552.625,-9.73409,-8695.06718,-9.31525,7655.52687,-9.34228,-2219.20731,-9.38281,641.87179,-9.39143,-205.375,-9.44366,-4518.95,,
-9.30174,-632.281,-9.72058,-8837.67623,-9.30174,7814.90594,-9.32877,-2245.2149,-9.3693,481.94648,-9.37792,-190.4375,-9.43015,-20419,,
-9.28823,-340.156,-9.70707,-8959.10606,-9.28823,7972.77198,-9.31525,-2264.17458,-9.35579,318.4598,-9.36441,-181.875,-9.41664,2167.41,,
